year,month,"Innodata Knowledge Services, Inc.",Hong Kong,University of Alberta,Internet Archive Headquarters,Datum Data Co. Ltd.,University of Toronto,Allen County Public Library Geneaology Center,British Library,UCLA,Princeton University,Boston Public Library,National Agricultural Library,Library of Congress,Columbia University,UNC Chapel Hill,Internt Archive Physical Archive,UIUC,National Library of Scotland,San Francisco Public Library,"University of Maryland, College Park",North Carolina State University,"BYU, Provo",Smithsonian Libraries and Archives,Georgetown University,Internet Archive Sheridan Headquarters ,Duke University,Brown University,"Natural History Museum Library, London",The Archive of Contemporary Music,"BYU, Hawaii","BYU, Idaho Family History Library",Getty Research Institute Valencia Warehouse,University of Florida,The Ohio State University,American Numismatic Society,Getty Research Institute,Ernst Mayr Library of the Museum of Comparative Zoology,University of Pretoria,The Servants of Knowledge,International Institute of Information Technology Hyderabad,California State Library,University of Chinese Academy of Sciences,Servants of Knowledge,Trent University,Universidad Francisco Marroquín,Analysis and Policy Observatory (APO),BookScanUS,American Museum of Natural History,State Library of Pennsylvania,Yiddish Book Center,Stanford University,Peabody Essex Museum,California Acaddemy of Sciences,"Centre for Strategic and International Studies, Jakarta",Zhejiang University,Clemson University,Osmania University,Kahle/Austin Foundation,John Hopkins University Library Offsite Storage,University of Victoria,Hopewell Junction,University of Warwick,Research Institute of Korean Studies,1 Dollar Scan
2001.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002.0,1.0,0,0,0,0,0,0,3.0,0,0,0,0,0,1.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,5.0,0,0,0,0,0,286.0,0,0,0,0,0,0,0,0,0,1666.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,6.0,0,0,0,0,0,676.0,0,0,0,0,0,0,0,0,0,1704.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,7.0,0,0,0,0,0,1498.0,0,0,1.0,0,0,0,0,0,0,1739.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,8.0,0,0,0,0,0,1542.0,0,0,362.0,0,0,0,0,0,0,866.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,9.0,0,0,0,0,0,1984.0,0,0,1099.0,0,0,0,0,0,0,1618.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,10.0,0,0,0,0,0,1753.0,0,0,1531.0,0,0,0,0,0,0,1534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,11.0,0,0,0,0,0,2942.0,0,0,1439.0,0,0,0,0,0,0,1912.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006.0,12.0,0,0,0,0,0,1439.0,0,0,1521.0,0,0,0,0,0,0,1764.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,1.0,0,0,0,0,0,1584.0,0,0,1916.0,0,14.0,0,91.0,38.0,0,2270.0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,2.0,0,0,0,0,0,1969.0,0,0,1784.0,0,0,0,0,0,0,1894.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,3.0,0,0,0,0,0,2489.0,0,0,2128.0,0,0,0,0,0,0,1835.0,179.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,4.0,0,0,0,0,0,1670.0,0,0,1753.0,0,9.0,0,0,0,0,1049.0,167.0,0,0,0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,5.0,0,0,0,0,0,2042.0,0,0,1451.0,0,28.0,0,0,0,0,2658.0,167.0,0,0,0,0,0,0,0,2.0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,6.0,0,0,0,0,0,1782.0,0,0,1994.0,0,30.0,0,0,234.0,0,2073.0,119.0,0,0,0,0,0,0,0,1.0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,7.0,0,0,0,0,0,2024.0,0,0,1881.0,0,74.0,0,0,516.0,0,2181.0,68.0,0,0,0,0,0,0,0,2.0,0,0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,8.0,0,0,0,0,0,2610.0,0,0,2015.0,0,65.0,0,0,652.0,0,2463.0,172.0,0,0,0,0,0,14.0,0,4.0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,9.0,0,0,0,0,0,1916.0,0,0,1640.0,0,194.0,0,0,492.0,0,2574.0,144.0,0,0,0,0,0,23.0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,10.0,0,0,0,0,0,2713.0,0,0,1592.0,0,467.0,0,0,674.0,0,2603.0,828.0,0,0,0,0,0,7.0,0,2.0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,11.0,0,0,0,0,0,3033.0,0,0,1569.0,0,463.0,0,7.0,328.0,0,1837.0,298.0,0,0,53.0,0,0,3.0,0,2.0,0,0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007.0,12.0,0,0,0,0,0,2466.0,0,0,1115.0,0,298.0,0,0,723.0,14.0,1398.0,225.0,0,0,34.0,0,0,11.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,1.0,0,0,0,0,0,2394.0,0,0,1653.0,0,672.0,0,0,1132.0,7.0,1552.0,389.0,0,0,125.0,0,0,10.0,0,53.0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,2.0,0,0,0,0,0,3112.0,0,0,2106.0,0,692.0,0,0,870.0,103.0,1685.0,156.0,0,0,65.0,19.0,0,0,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,3.0,0,0,0,0,0,2199.0,0,0,1921.0,0,841.0,0,82.0,622.0,94.0,1898.0,224.0,0,0,66.0,27.0,0,2.0,0,0,0,0,38.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,4.0,0,0,0,0,0,2314.0,0,0,1888.0,59.0,836.0,0,536.0,538.0,49.0,1340.0,284.0,0,0,90.0,30.0,0,1.0,0,0,0,0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,5.0,0,0,0,0,0,2100.0,31.0,0,1454.0,422.0,995.0,0,1482.0,701.0,20.0,1627.0,400.0,0,0,94.0,34.0,0,3.0,0,9.0,0,0,73.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,6.0,0,0,0,0,0,2233.0,285.0,0,1164.0,755.0,913.0,0,2216.0,1036.0,33.0,1440.0,255.0,0,0,53.0,20.0,0,2.0,0,171.0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,7.0,0,0,0,0,0,1759.0,286.0,0,1446.0,619.0,1218.0,0,1507.0,821.0,134.0,1326.0,178.0,0,0,55.0,8.0,0,3.0,0,49.0,0,0,86.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,8.0,0,0,0,0,0,2318.0,286.0,0,1893.0,526.0,1056.0,0,1083.0,1365.0,49.0,1271.0,181.0,10.0,0,83.0,10.0,0,22.0,0,2.0,0,0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,9.0,0,0,0,0,0,2669.0,296.0,0,1740.0,611.0,1690.0,0,745.0,1492.0,234.0,1029.0,273.0,101.0,0,93.0,34.0,0,6.0,0,0,0,0,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,10.0,0,0,0,0,0,2849.0,166.0,0,1557.0,535.0,556.0,0,765.0,651.0,237.0,743.0,103.0,181.0,0,120.0,39.0,0,25.0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,11.0,0,0,0,0,0,2268.0,86.0,0,800.0,282.0,289.0,0,751.0,464.0,53.0,259.0,68.0,72.0,0,57.0,74.0,0,30.0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008.0,12.0,0,0,0,0,0,1400.0,257.0,0,863.0,420.0,363.0,0,1008.0,968.0,65.0,379.0,24.0,171.0,0,60.0,55.0,0,73.0,0,0,0,0,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,1.0,0,0,0,0,0,2141.0,281.0,0,971.0,425.0,497.0,0,856.0,682.0,117.0,335.0,68.0,104.0,0,38.0,97.0,0,54.0,0,0,1.0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,2.0,0,0,0,0,0,1709.0,282.0,0,628.0,343.0,483.0,0,1080.0,473.0,147.0,354.0,243.0,85.0,0,0,56.0,0,54.0,0,1.0,0,0,66.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,3.0,0,0,0,0,0,2216.0,292.0,0,619.0,339.0,746.0,0,1311.0,309.0,138.0,128.0,402.0,81.0,0,0,5.0,0,56.0,0,0,0,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,4.0,0,0,0,0,0,1689.0,377.0,0,1023.0,293.0,736.0,0,1308.0,235.0,156.0,348.0,126.0,259.0,0,0,5.0,0,34.0,0,0,0,0,70.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,5.0,0,0,0,0,0,1638.0,378.0,0,1019.0,330.0,788.0,0,1522.0,233.0,62.0,300.0,158.0,101.0,0,0,42.0,0,40.0,0,0,0,0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,6.0,0,0,0,0,0,2924.0,339.0,0,1238.0,269.0,1073.0,0,1940.0,60.0,52.0,224.0,135.0,69.0,0,0,43.0,13.0,69.0,0,0,0,0,54.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,7.0,0,0,0,6.0,4.0,1735.0,338.0,0,1336.0,232.0,546.0,0,3514.0,203.0,34.0,783.0,170.0,162.0,0,0,37.0,72.0,64.0,0,57.0,0,0,55.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,8.0,0,0,0,8.0,0,1493.0,279.0,0,1242.0,155.0,587.0,0,1951.0,130.0,54.0,1442.0,138.0,86.0,0,0,21.0,44.0,49.0,0,357.0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,9.0,0,1.0,0,8.0,0,1749.0,312.0,0,970.0,77.0,150.0,0,1604.0,424.0,51.0,1366.0,149.0,0,0,0,42.0,30.0,43.0,0,473.0,0,0,56.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,10.0,0,0,0,986.0,0,1461.0,220.0,0,1305.0,126.0,289.0,0,1073.0,301.0,23.0,857.0,148.0,4.0,0,0,81.0,38.0,35.0,0,8.0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,11.0,0,0,0,2184.0,0,1415.0,209.0,0,1153.0,146.0,287.0,0,1169.0,441.0,23.0,17.0,135.0,1.0,0,0,39.0,51.0,13.0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009.0,12.0,0,1.0,0,2166.0,0,1765.0,289.0,0,938.0,233.0,319.0,0,909.0,544.0,46.0,0,169.0,1.0,0,0,33.0,15.0,32.0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,1.0,0,0,0,3471.0,0,1661.0,337.0,0,1123.0,156.0,290.0,0,908.0,587.0,45.0,0,128.0,0,0,0,13.0,47.0,44.0,0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,2.0,0,1.0,0,4420.0,0,1994.0,442.0,0,1014.0,100.0,505.0,0,828.0,126.0,10.0,0,133.0,3.0,0,0,43.0,54.0,31.0,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,3.0,0,0,0,5408.0,3.0,2359.0,347.0,0,1285.0,256.0,640.0,0,881.0,337.0,47.0,1.0,143.0,2.0,0,0,61.0,67.0,20.0,0,0,0,27.0,25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,4.0,0,0,1.0,5832.0,22.0,2361.0,286.0,0,1050.0,135.0,404.0,0,1404.0,147.0,32.0,0,123.0,2.0,0,0,0,60.0,22.0,0,0,42.0,98.0,19.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,5.0,0,0,0,5081.0,0,2281.0,248.0,0,852.0,162.0,446.0,0,517.0,374.0,0,0,354.0,2.0,0,0,0,96.0,14.0,0,0,77.0,52.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,6.0,0,1.0,0,5208.0,0,2620.0,384.0,0,976.0,432.0,310.0,0,570.0,356.0,29.0,0,144.0,0,0,0,0,114.0,10.0,0,0,50.0,104.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,7.0,0,1.0,0,4833.0,70.0,2942.0,255.0,0,857.0,133.0,483.0,0,804.0,228.0,141.0,0,39.0,0,0,0,0,92.0,10.0,0,0,49.0,134.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,8.0,0,0,0,5303.0,176.0,2012.0,155.0,0,860.0,87.0,547.0,0,1297.0,298.0,85.0,0,86.0,0,0,0,0,86.0,14.0,0,0,96.0,88.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,9.0,0,0,0,5420.0,357.0,2111.0,155.0,0,917.0,27.0,1409.0,0,426.0,418.0,168.0,0,36.0,26.0,0,0,0,122.0,4.0,0,0,1.0,98.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,10.0,0,0,0,4635.0,153.0,2041.0,182.0,0,973.0,100.0,309.0,0,420.0,374.0,86.0,0,38.0,36.0,0,0,0,235.0,4.0,0,0,149.0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,11.0,0,0,0,433.0,785.0,2405.0,100.0,0,988.0,200.0,368.0,0,850.0,82.0,92.0,0,32.0,2.0,0,0,0,159.0,7.0,0,0,20.0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010.0,12.0,0,0,0,457.0,2248.0,1899.0,84.0,0,408.0,235.0,530.0,0,632.0,232.0,48.0,0,59.0,10.0,0,0,0,85.0,18.0,0,0,327.0,103.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011.0,1.0,0,0,0,267.0,2283.0,3723.0,133.0,0,52.0,276.0,610.0,0,750.0,330.0,171.0,0,62.0,20.0,0,0,0,131.0,15.0,0,0,464.0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011.0,2.0,0,0,0,1318.0,1936.0,1999.0,92.0,0,49.0,76.0,578.0,0,724.0,22.0,45.0,0,94.0,37.0,0,0,0,98.0,2.0,0,0,234.0,91.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011.0,3.0,0,0,0,1678.0,5093.0,2998.0,98.0,0,106.0,211.0,710.0,0,759.0,34.0,61.0,0,301.0,2.0,0,0,0,176.0,11.0,0,0,102.0,101.0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011.0,4.0,0,0,0,1435.0,7451.0,2857.0,160.0,0,113.0,140.0,1087.0,0,1207.0,88.0,114.0,0,94.0,7.0,0,0,0,287.0,12.0,0,0,94.0,44.0,23.0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011.0,5.0,0,0,0,1404.0,5233.0,3608.0,156.0,0,109.0,391.0,1076.0,0,1489.0,41.0,80.0,0,35.0,8.0,0,0,0,491.0,12.0,0,0,80.0,58.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
